0,0.03222146,0.03222146,0
101,0.03222146,0.03222146,0.002610604
202,0.03222146,0.03222146,-0.01665379
303,0.03222146,0.03222146,-0.01606241
404,0.03222146,0.03222146,-0.01849988
505,0.03222146,0.03222146,-0.01487966
606,0.03222146,0.03222146,0.2310483
707,0.03222146,0.03222146,11.49424
808,0.03222146,0.03222146,25.57627
909,0.03222146,0.03222146,41.53114
1010,0.03222146,0.03222146,58.30548
1111,0.03222146,0.03222146,56.88218
1212,0.03222146,0.03222146,36.67331
1313,0.03222146,0.03222146,17.94049
1414,0.03222146,0.03222146,1.104399
1524,0.03222146,0.03222146,-18.14636
1626,0.03222146,0.03222146,-37.47149
1727,0.03222146,0.03222146,-57.41653
1828,0.03222146,0.03222146,-73.35978
1929,0.03222146,0.03222146,-63.88597
2030,0.03222146,0.03222146,-41.57457
2131,0.03222146,0.03222146,-16.00446
2232,0.03222146,0.03222146,2.168197
2333,0.03222146,0.03222146,18.19071
2434,0.03222146,0.03222146,37.69472
2534,0.03222146,0.03222146,65.34631
2635,0.03222146,0.03222146,87.52615
2736,0.03222146,0.03222146,97.38023
2837,0.03222146,0.03222146,82.42572
2938,0.03222146,0.03222146,53.98544
3038,0.03222146,0.03222146,27.00036
3139,0.03222146,0.03222146,2.785325
3240,0.03222146,0.03222146,-21.00567
3341,0.03222146,0.03222146,-47.9396
3442,0.03222146,0.03222146,-68.54997
3543,0.03222146,0.03222146,-74.19617
3644,0.03222146,0.03222146,-59.14424
3745,0.03222146,0.03222146,-27.02779
3846,0.03222146,0.03222146,3.887227
3947,0.03222146,0.03222146,32.18869
4048,0.03222146,0.03222146,59.87765
4149,0.03222146,0.03222146,85.81224
4250,0.03222146,0.03222146,99.34135
4351,0.03222146,0.03222146,89.72805
4452,0.03222146,0.03222146,62.66153
4553,0.03222146,0.03222146,35.27663
4654,0.03222146,0.03222146,14.05578
4755,0.03222146,0.03222146,-8.302567
4856,0.03222146,0.03222146,-32.92986
4956,0.03222146,0.03222146,-57.58778
5057,0.03222146,0.03222146,-68.71786
5158,0.03222146,0.03222146,-58.75169
5259,0.03222146,0.03222146,-29.19697
5360,0.03222146,0.03222146,4.573576
5461,0.03222146,0.03222146,30.47787
5562,0.03222146,0.03222146,53.97895
5663,0.03222146,0.03222146,79.11426
5764,0.03222146,0.03222146,103.0259
5865,0.03222146,0.03222146,107.1968
5966,0.03222146,0.03222146,87.80137
6067,0.03222146,0.03222146,59.86356
6173,0.03222146,0.03222146,31.78135
6275,0.03222146,0.03222146,9.35132
6375,0.03222146,0.03222146,-13.88169
6476,0.03222146,0.03222146,-41.93361
6576,0.03222146,0.03222146,-62.24311
6677,0.03222146,0.03222146,-60.15296
6778,0.03222146,0.03222146,-39.34755
6879,0.03222146,0.03222146,-10.13913
6980,0.03222146,0.03222146,15.16713
7081,0.03222146,0.03222146,40.53061
7182,0.03222146,0.03222146,67.90221
7283,0.03222146,0.03222146,96.18314
7384,0.03222146,0.03222146,115.431
7485,0.03222146,0.03222146,112.4095
7586,0.03222146,0.03222146,87.14582
7700,0.03222146,0.03222146,53.34111
7804,0.03222146,0.03222146,25.66915
7905,0.03222146,0.03222146,0.9392178
8006,0.03222146,0.03222146,-26.78221
8107,0.03222146,0.03222146,-51.50071
8208,0.03222146,0.03222146,-72.40555
8309,0.03222146,0.03222146,-77.21375
8410,0.03222146,0.03222146,-59.40691
8511,0.03222146,0.03222146,-31.01492
8612,0.03222146,0.03222146,-2.295144
8713,0.03222146,0.03222146,26.84732
8814,0.03222146,0.03222146,59.30537
8914,0.03222146,0.03222146,92.50077
9014,0.03222146,0.03222146,111.2466
9115,0.03222146,0.03222146,100.4056
9215,0.03222146,0.03222146,70.48854
9319,0.03222146,0.03222146,44.89673
9420,0.03222146,0.03222146,21.67011
9521,0.03222146,0.03222146,-5.542138
9622,0.03222146,0.03222146,-34.78472
9723,-0.0,0.03222146,-60.60167
9824,-0.03222146,0.03222146,-76.7233
9925,-0.1288859,0.03222146,-76.23709
10026,-0.1288859,0.03222146,-54.87943
